in:COS,in:NOT,in:ST,in:LRR,out:GR,out:ST,out:LRR,out:R,img
0.3,3,14,-0.5,0.3,3,14,-0.5,COS0_NOT0_ST0_LRR0_SIDE_COCKLE.png
0.4,3,14,-0.5,0.4,3,14,-0.5,COS1_NOT0_ST0_LRR0_SIDE_COCKLE.png
0.5,3,14,-0.5,0.5,3,14,-0.5,COS2_NOT0_ST0_LRR0_SIDE_COCKLE.png
0.6,3,14,-0.5,0.6,3,14,-0.5,COS3_NOT0_ST0_LRR0_SIDE_COCKLE.png
0.7,3,14,-0.5,0.7,3,14,-0.5,COS4_NOT0_ST0_LRR0_SIDE_COCKLE.png
0.8,3,14,-0.5,0.8,3,14,-0.5,COS5_NOT0_ST0_LRR0_SIDE_COCKLE.png
0.9,3,14,-0.5,0.9,3,14,-0.5,COS6_NOT0_ST0_LRR0_SIDE_COCKLE.png
1.0,3,14,-0.5,1.0,3,14,-0.5,COS7_NOT0_ST0_LRR0_SIDE_COCKLE.png
1.1,3,14,-0.5,1.1,3,14,-0.5,COS8_NOT0_ST0_LRR0_SIDE_COCKLE.png
1.2,3,14,-0.5,1.2,3,14,-0.5,COS9_NOT0_ST0_LRR0_SIDE_COCKLE.png
1.3,3,14,-0.5,1.3,3,14,-0.5,COS10_NOT0_ST0_LRR0_SIDE_COCKLE.png
0.3,4,14,-0.5,0.3,4,14,-0.5,COS0_NOT1_ST0_LRR0_SIDE_COCKLE.png
0.4,4,14,-0.5,0.4,4,14,-0.5,COS1_NOT1_ST0_LRR0_SIDE_COCKLE.png
0.5,4,14,-0.5,0.5,4,14,-0.5,COS2_NOT1_ST0_LRR0_SIDE_COCKLE.png
0.6,4,14,-0.5,0.6,4,14,-0.5,COS3_NOT1_ST0_LRR0_SIDE_COCKLE.png
0.7,4,14,-0.5,0.7,4,14,-0.5,COS4_NOT1_ST0_LRR0_SIDE_COCKLE.png
0.8,4,14,-0.5,0.8,4,14,-0.5,COS5_NOT1_ST0_LRR0_SIDE_COCKLE.png
0.9,4,14,-0.5,0.9,4,14,-0.5,COS6_NOT1_ST0_LRR0_SIDE_COCKLE.png
1.0,4,14,-0.5,1.0,4,14,-0.5,COS7_NOT1_ST0_LRR0_SIDE_COCKLE.png
1.1,4,14,-0.5,1.1,4,14,-0.5,COS8_NOT1_ST0_LRR0_SIDE_COCKLE.png
1.2,4,14,-0.5,1.2,4,14,-0.5,COS9_NOT1_ST0_LRR0_SIDE_COCKLE.png
1.3,4,14,-0.5,1.3,4,14,-0.5,COS10_NOT1_ST0_LRR0_SIDE_COCKLE.png
0.3,3,15,-0.5,0.3,3,15,-0.5,COS0_NOT0_ST1_LRR0_SIDE_COCKLE.png
0.4,3,15,-0.5,0.4,3,15,-0.5,COS1_NOT0_ST1_LRR0_SIDE_COCKLE.png
0.5,3,15,-0.5,0.5,3,15,-0.5,COS2_NOT0_ST1_LRR0_SIDE_COCKLE.png
0.6,3,15,-0.5,0.6,3,15,-0.5,COS3_NOT0_ST1_LRR0_SIDE_COCKLE.png
0.7,3,15,-0.5,0.7,3,15,-0.5,COS4_NOT0_ST1_LRR0_SIDE_COCKLE.png
0.8,3,15,-0.5,0.8,3,15,-0.5,COS5_NOT0_ST1_LRR0_SIDE_COCKLE.png
0.9,3,15,-0.5,0.9,3,15,-0.5,COS6_NOT0_ST1_LRR0_SIDE_COCKLE.png
1.0,3,15,-0.5,1.0,3,15,-0.5,COS7_NOT0_ST1_LRR0_SIDE_COCKLE.png
1.1,3,15,-0.5,1.1,3,15,-0.5,COS8_NOT0_ST1_LRR0_SIDE_COCKLE.png
1.2,3,15,-0.5,1.2,3,15,-0.5,COS9_NOT0_ST1_LRR0_SIDE_COCKLE.png
1.3,3,15,-0.5,1.3,3,15,-0.5,COS10_NOT0_ST1_LRR0_SIDE_COCKLE.png
0.3,4,15,-0.5,0.3,4,15,-0.5,COS0_NOT1_ST1_LRR0_SIDE_COCKLE.png
0.4,4,15,-0.5,0.4,4,15,-0.5,COS1_NOT1_ST1_LRR0_SIDE_COCKLE.png
0.5,4,15,-0.5,0.5,4,15,-0.5,COS2_NOT1_ST1_LRR0_SIDE_COCKLE.png
0.6,4,15,-0.5,0.6,4,15,-0.5,COS3_NOT1_ST1_LRR0_SIDE_COCKLE.png
0.7,4,15,-0.5,0.7,4,15,-0.5,COS4_NOT1_ST1_LRR0_SIDE_COCKLE.png
0.8,4,15,-0.5,0.8,4,15,-0.5,COS5_NOT1_ST1_LRR0_SIDE_COCKLE.png
0.9,4,15,-0.5,0.9,4,15,-0.5,COS6_NOT1_ST1_LRR0_SIDE_COCKLE.png
1.0,4,15,-0.5,1.0,4,15,-0.5,COS7_NOT1_ST1_LRR0_SIDE_COCKLE.png
1.1,4,15,-0.5,1.1,4,15,-0.5,COS8_NOT1_ST1_LRR0_SIDE_COCKLE.png
1.2,4,15,-0.5,1.2,4,15,-0.5,COS9_NOT1_ST1_LRR0_SIDE_COCKLE.png
1.3,4,15,-0.5,1.3,4,15,-0.5,COS10_NOT1_ST1_LRR0_SIDE_COCKLE.png
0.3,3,14,-0.4,0.3,3,14,-0.4,COS0_NOT0_ST0_LRR1_SIDE_COCKLE.png
0.4,3,14,-0.4,0.4,3,14,-0.4,COS1_NOT0_ST0_LRR1_SIDE_COCKLE.png
0.5,3,14,-0.4,0.5,3,14,-0.4,COS2_NOT0_ST0_LRR1_SIDE_COCKLE.png
0.6,3,14,-0.4,0.6,3,14,-0.4,COS3_NOT0_ST0_LRR1_SIDE_COCKLE.png
0.7,3,14,-0.4,0.7,3,14,-0.4,COS4_NOT0_ST0_LRR1_SIDE_COCKLE.png
0.8,3,14,-0.4,0.8,3,14,-0.4,COS5_NOT0_ST0_LRR1_SIDE_COCKLE.png
0.9,3,14,-0.4,0.9,3,14,-0.4,COS6_NOT0_ST0_LRR1_SIDE_COCKLE.png
1.0,3,14,-0.4,1.0,3,14,-0.4,COS7_NOT0_ST0_LRR1_SIDE_COCKLE.png
1.1,3,14,-0.4,1.1,3,14,-0.4,COS8_NOT0_ST0_LRR1_SIDE_COCKLE.png
1.2,3,14,-0.4,1.2,3,14,-0.4,COS9_NOT0_ST0_LRR1_SIDE_COCKLE.png
1.3,3,14,-0.4,1.3,3,14,-0.4,COS10_NOT0_ST0_LRR1_SIDE_COCKLE.png
0.3,4,14,-0.4,0.3,4,14,-0.4,COS0_NOT1_ST0_LRR1_SIDE_COCKLE.png
0.4,4,14,-0.4,0.4,4,14,-0.4,COS1_NOT1_ST0_LRR1_SIDE_COCKLE.png
0.5,4,14,-0.4,0.5,4,14,-0.4,COS2_NOT1_ST0_LRR1_SIDE_COCKLE.png
0.6,4,14,-0.4,0.6,4,14,-0.4,COS3_NOT1_ST0_LRR1_SIDE_COCKLE.png
0.7,4,14,-0.4,0.7,4,14,-0.4,COS4_NOT1_ST0_LRR1_SIDE_COCKLE.png
0.8,4,14,-0.4,0.8,4,14,-0.4,COS5_NOT1_ST0_LRR1_SIDE_COCKLE.png
0.9,4,14,-0.4,0.9,4,14,-0.4,COS6_NOT1_ST0_LRR1_SIDE_COCKLE.png
1.0,4,14,-0.4,1.0,4,14,-0.4,COS7_NOT1_ST0_LRR1_SIDE_COCKLE.png
1.1,4,14,-0.4,1.1,4,14,-0.4,COS8_NOT1_ST0_LRR1_SIDE_COCKLE.png
1.2,4,14,-0.4,1.2,4,14,-0.4,COS9_NOT1_ST0_LRR1_SIDE_COCKLE.png
1.3,4,14,-0.4,1.3,4,14,-0.4,COS10_NOT1_ST0_LRR1_SIDE_COCKLE.png
0.3,3,15,-0.4,0.3,3,15,-0.4,COS0_NOT0_ST1_LRR1_SIDE_COCKLE.png
0.4,3,15,-0.4,0.4,3,15,-0.4,COS1_NOT0_ST1_LRR1_SIDE_COCKLE.png
0.5,3,15,-0.4,0.5,3,15,-0.4,COS2_NOT0_ST1_LRR1_SIDE_COCKLE.png
0.6,3,15,-0.4,0.6,3,15,-0.4,COS3_NOT0_ST1_LRR1_SIDE_COCKLE.png
0.7,3,15,-0.4,0.7,3,15,-0.4,COS4_NOT0_ST1_LRR1_SIDE_COCKLE.png
0.8,3,15,-0.4,0.8,3,15,-0.4,COS5_NOT0_ST1_LRR1_SIDE_COCKLE.png
0.9,3,15,-0.4,0.9,3,15,-0.4,COS6_NOT0_ST1_LRR1_SIDE_COCKLE.png
1.0,3,15,-0.4,1.0,3,15,-0.4,COS7_NOT0_ST1_LRR1_SIDE_COCKLE.png
1.1,3,15,-0.4,1.1,3,15,-0.4,COS8_NOT0_ST1_LRR1_SIDE_COCKLE.png
1.2,3,15,-0.4,1.2,3,15,-0.4,COS9_NOT0_ST1_LRR1_SIDE_COCKLE.png
1.3,3,15,-0.4,1.3,3,15,-0.4,COS10_NOT0_ST1_LRR1_SIDE_COCKLE.png
0.3,4,15,-0.4,0.3,4,15,-0.4,COS0_NOT1_ST1_LRR1_SIDE_COCKLE.png
0.4,4,15,-0.4,0.4,4,15,-0.4,COS1_NOT1_ST1_LRR1_SIDE_COCKLE.png
0.5,4,15,-0.4,0.5,4,15,-0.4,COS2_NOT1_ST1_LRR1_SIDE_COCKLE.png
0.6,4,15,-0.4,0.6,4,15,-0.4,COS3_NOT1_ST1_LRR1_SIDE_COCKLE.png
0.7,4,15,-0.4,0.7,4,15,-0.4,COS4_NOT1_ST1_LRR1_SIDE_COCKLE.png
0.8,4,15,-0.4,0.8,4,15,-0.4,COS5_NOT1_ST1_LRR1_SIDE_COCKLE.png
0.9,4,15,-0.4,0.9,4,15,-0.4,COS6_NOT1_ST1_LRR1_SIDE_COCKLE.png
1.0,4,15,-0.4,1.0,4,15,-0.4,COS7_NOT1_ST1_LRR1_SIDE_COCKLE.png
1.1,4,15,-0.4,1.1,4,15,-0.4,COS8_NOT1_ST1_LRR1_SIDE_COCKLE.png
1.2,4,15,-0.4,1.2,4,15,-0.4,COS9_NOT1_ST1_LRR1_SIDE_COCKLE.png
1.3,4,15,-0.4,1.3,4,15,-0.4,COS10_NOT1_ST1_LRR1_SIDE_COCKLE.png
0.3,3,14,-0.3,0.3,3,14,-0.3,COS0_NOT0_ST0_LRR2_SIDE_COCKLE.png
0.4,3,14,-0.3,0.4,3,14,-0.3,COS1_NOT0_ST0_LRR2_SIDE_COCKLE.png
0.5,3,14,-0.3,0.5,3,14,-0.3,COS2_NOT0_ST0_LRR2_SIDE_COCKLE.png
0.6,3,14,-0.3,0.6,3,14,-0.3,COS3_NOT0_ST0_LRR2_SIDE_COCKLE.png
0.7,3,14,-0.3,0.7,3,14,-0.3,COS4_NOT0_ST0_LRR2_SIDE_COCKLE.png
0.8,3,14,-0.3,0.8,3,14,-0.3,COS5_NOT0_ST0_LRR2_SIDE_COCKLE.png
0.9,3,14,-0.3,0.9,3,14,-0.3,COS6_NOT0_ST0_LRR2_SIDE_COCKLE.png
1.0,3,14,-0.3,1.0,3,14,-0.3,COS7_NOT0_ST0_LRR2_SIDE_COCKLE.png
1.1,3,14,-0.3,1.1,3,14,-0.3,COS8_NOT0_ST0_LRR2_SIDE_COCKLE.png
1.2,3,14,-0.3,1.2,3,14,-0.3,COS9_NOT0_ST0_LRR2_SIDE_COCKLE.png
1.3,3,14,-0.3,1.3,3,14,-0.3,COS10_NOT0_ST0_LRR2_SIDE_COCKLE.png
0.3,4,14,-0.3,0.3,4,14,-0.3,COS0_NOT1_ST0_LRR2_SIDE_COCKLE.png
0.4,4,14,-0.3,0.4,4,14,-0.3,COS1_NOT1_ST0_LRR2_SIDE_COCKLE.png
0.5,4,14,-0.3,0.5,4,14,-0.3,COS2_NOT1_ST0_LRR2_SIDE_COCKLE.png
0.6,4,14,-0.3,0.6,4,14,-0.3,COS3_NOT1_ST0_LRR2_SIDE_COCKLE.png
0.7,4,14,-0.3,0.7,4,14,-0.3,COS4_NOT1_ST0_LRR2_SIDE_COCKLE.png
0.8,4,14,-0.3,0.8,4,14,-0.3,COS5_NOT1_ST0_LRR2_SIDE_COCKLE.png
0.9,4,14,-0.3,0.9,4,14,-0.3,COS6_NOT1_ST0_LRR2_SIDE_COCKLE.png
1.0,4,14,-0.3,1.0,4,14,-0.3,COS7_NOT1_ST0_LRR2_SIDE_COCKLE.png
1.1,4,14,-0.3,1.1,4,14,-0.3,COS8_NOT1_ST0_LRR2_SIDE_COCKLE.png
1.2,4,14,-0.3,1.2,4,14,-0.3,COS9_NOT1_ST0_LRR2_SIDE_COCKLE.png
1.3,4,14,-0.3,1.3,4,14,-0.3,COS10_NOT1_ST0_LRR2_SIDE_COCKLE.png
0.3,3,15,-0.3,0.3,3,15,-0.3,COS0_NOT0_ST1_LRR2_SIDE_COCKLE.png
0.4,3,15,-0.3,0.4,3,15,-0.3,COS1_NOT0_ST1_LRR2_SIDE_COCKLE.png
0.5,3,15,-0.3,0.5,3,15,-0.3,COS2_NOT0_ST1_LRR2_SIDE_COCKLE.png
0.6,3,15,-0.3,0.6,3,15,-0.3,COS3_NOT0_ST1_LRR2_SIDE_COCKLE.png
0.7,3,15,-0.3,0.7,3,15,-0.3,COS4_NOT0_ST1_LRR2_SIDE_COCKLE.png
0.8,3,15,-0.3,0.8,3,15,-0.3,COS5_NOT0_ST1_LRR2_SIDE_COCKLE.png
0.9,3,15,-0.3,0.9,3,15,-0.3,COS6_NOT0_ST1_LRR2_SIDE_COCKLE.png
1.0,3,15,-0.3,1.0,3,15,-0.3,COS7_NOT0_ST1_LRR2_SIDE_COCKLE.png
1.1,3,15,-0.3,1.1,3,15,-0.3,COS8_NOT0_ST1_LRR2_SIDE_COCKLE.png
1.2,3,15,-0.3,1.2,3,15,-0.3,COS9_NOT0_ST1_LRR2_SIDE_COCKLE.png
1.3,3,15,-0.3,1.3,3,15,-0.3,COS10_NOT0_ST1_LRR2_SIDE_COCKLE.png
0.3,4,15,-0.3,0.3,4,15,-0.3,COS0_NOT1_ST1_LRR2_SIDE_COCKLE.png
0.4,4,15,-0.3,0.4,4,15,-0.3,COS1_NOT1_ST1_LRR2_SIDE_COCKLE.png
0.5,4,15,-0.3,0.5,4,15,-0.3,COS2_NOT1_ST1_LRR2_SIDE_COCKLE.png
0.6,4,15,-0.3,0.6,4,15,-0.3,COS3_NOT1_ST1_LRR2_SIDE_COCKLE.png
0.7,4,15,-0.3,0.7,4,15,-0.3,COS4_NOT1_ST1_LRR2_SIDE_COCKLE.png
0.8,4,15,-0.3,0.8,4,15,-0.3,COS5_NOT1_ST1_LRR2_SIDE_COCKLE.png
0.9,4,15,-0.3,0.9,4,15,-0.3,COS6_NOT1_ST1_LRR2_SIDE_COCKLE.png
1.0,4,15,-0.3,1.0,4,15,-0.3,COS7_NOT1_ST1_LRR2_SIDE_COCKLE.png
1.1,4,15,-0.3,1.1,4,15,-0.3,COS8_NOT1_ST1_LRR2_SIDE_COCKLE.png
1.2,4,15,-0.3,1.2,4,15,-0.3,COS9_NOT1_ST1_LRR2_SIDE_COCKLE.png
1.3,4,15,-0.3,1.3,4,15,-0.3,COS10_NOT1_ST1_LRR2_SIDE_COCKLE.png
0.3,3,14,-0.2,0.3,3,14,-0.2,COS0_NOT0_ST0_LRR3_SIDE_COCKLE.png
0.4,3,14,-0.2,0.4,3,14,-0.2,COS1_NOT0_ST0_LRR3_SIDE_COCKLE.png
0.5,3,14,-0.2,0.5,3,14,-0.2,COS2_NOT0_ST0_LRR3_SIDE_COCKLE.png
0.6,3,14,-0.2,0.6,3,14,-0.2,COS3_NOT0_ST0_LRR3_SIDE_COCKLE.png
0.7,3,14,-0.2,0.7,3,14,-0.2,COS4_NOT0_ST0_LRR3_SIDE_COCKLE.png
0.8,3,14,-0.2,0.8,3,14,-0.2,COS5_NOT0_ST0_LRR3_SIDE_COCKLE.png
0.9,3,14,-0.2,0.9,3,14,-0.2,COS6_NOT0_ST0_LRR3_SIDE_COCKLE.png
1.0,3,14,-0.2,1.0,3,14,-0.2,COS7_NOT0_ST0_LRR3_SIDE_COCKLE.png
1.1,3,14,-0.2,1.1,3,14,-0.2,COS8_NOT0_ST0_LRR3_SIDE_COCKLE.png
1.2,3,14,-0.2,1.2,3,14,-0.2,COS9_NOT0_ST0_LRR3_SIDE_COCKLE.png
1.3,3,14,-0.2,1.3,3,14,-0.2,COS10_NOT0_ST0_LRR3_SIDE_COCKLE.png
0.3,4,14,-0.2,0.3,4,14,-0.2,COS0_NOT1_ST0_LRR3_SIDE_COCKLE.png
0.4,4,14,-0.2,0.4,4,14,-0.2,COS1_NOT1_ST0_LRR3_SIDE_COCKLE.png
0.5,4,14,-0.2,0.5,4,14,-0.2,COS2_NOT1_ST0_LRR3_SIDE_COCKLE.png
0.6,4,14,-0.2,0.6,4,14,-0.2,COS3_NOT1_ST0_LRR3_SIDE_COCKLE.png
0.7,4,14,-0.2,0.7,4,14,-0.2,COS4_NOT1_ST0_LRR3_SIDE_COCKLE.png
0.8,4,14,-0.2,0.8,4,14,-0.2,COS5_NOT1_ST0_LRR3_SIDE_COCKLE.png
0.9,4,14,-0.2,0.9,4,14,-0.2,COS6_NOT1_ST0_LRR3_SIDE_COCKLE.png
1.0,4,14,-0.2,1.0,4,14,-0.2,COS7_NOT1_ST0_LRR3_SIDE_COCKLE.png
1.1,4,14,-0.2,1.1,4,14,-0.2,COS8_NOT1_ST0_LRR3_SIDE_COCKLE.png
1.2,4,14,-0.2,1.2,4,14,-0.2,COS9_NOT1_ST0_LRR3_SIDE_COCKLE.png
1.3,4,14,-0.2,1.3,4,14,-0.2,COS10_NOT1_ST0_LRR3_SIDE_COCKLE.png
0.3,3,15,-0.2,0.3,3,15,-0.2,COS0_NOT0_ST1_LRR3_SIDE_COCKLE.png
0.4,3,15,-0.2,0.4,3,15,-0.2,COS1_NOT0_ST1_LRR3_SIDE_COCKLE.png
0.5,3,15,-0.2,0.5,3,15,-0.2,COS2_NOT0_ST1_LRR3_SIDE_COCKLE.png
0.6,3,15,-0.2,0.6,3,15,-0.2,COS3_NOT0_ST1_LRR3_SIDE_COCKLE.png
