in:COS,in:NOT,in:ST,in:LRR,out:GR,out:ST,out:LRR,out:R,img
0.7,3,15,-0.2,0.7,3,15,-0.2,COS4_NOT0_ST1_LRR3_SIDE_COCKLE.png
0.8,3,15,-0.2,0.8,3,15,-0.2,COS5_NOT0_ST1_LRR3_SIDE_COCKLE.png
0.9,3,15,-0.2,0.9,3,15,-0.2,COS6_NOT0_ST1_LRR3_SIDE_COCKLE.png
1.0,3,15,-0.2,1.0,3,15,-0.2,COS7_NOT0_ST1_LRR3_SIDE_COCKLE.png
1.1,3,15,-0.2,1.1,3,15,-0.2,COS8_NOT0_ST1_LRR3_SIDE_COCKLE.png
1.2,3,15,-0.2,1.2,3,15,-0.2,COS9_NOT0_ST1_LRR3_SIDE_COCKLE.png
1.3,3,15,-0.2,1.3,3,15,-0.2,COS10_NOT0_ST1_LRR3_SIDE_COCKLE.png
0.3,4,15,-0.2,0.3,4,15,-0.2,COS0_NOT1_ST1_LRR3_SIDE_COCKLE.png
0.4,4,15,-0.2,0.4,4,15,-0.2,COS1_NOT1_ST1_LRR3_SIDE_COCKLE.png
0.5,4,15,-0.2,0.5,4,15,-0.2,COS2_NOT1_ST1_LRR3_SIDE_COCKLE.png
0.6,4,15,-0.2,0.6,4,15,-0.2,COS3_NOT1_ST1_LRR3_SIDE_COCKLE.png
0.7,4,15,-0.2,0.7,4,15,-0.2,COS4_NOT1_ST1_LRR3_SIDE_COCKLE.png
0.8,4,15,-0.2,0.8,4,15,-0.2,COS5_NOT1_ST1_LRR3_SIDE_COCKLE.png
0.9,4,15,-0.2,0.9,4,15,-0.2,COS6_NOT1_ST1_LRR3_SIDE_COCKLE.png
1.0,4,15,-0.2,1.0,4,15,-0.2,COS7_NOT1_ST1_LRR3_SIDE_COCKLE.png
1.1,4,15,-0.2,1.1,4,15,-0.2,COS8_NOT1_ST1_LRR3_SIDE_COCKLE.png
1.2,4,15,-0.2,1.2,4,15,-0.2,COS9_NOT1_ST1_LRR3_SIDE_COCKLE.png
1.3,4,15,-0.2,1.3,4,15,-0.2,COS10_NOT1_ST1_LRR3_SIDE_COCKLE.png
0.3,3,14,-0.1,0.3,3,14,-0.1,COS0_NOT0_ST0_LRR4_SIDE_COCKLE.png
0.4,3,14,-0.1,0.4,3,14,-0.1,COS1_NOT0_ST0_LRR4_SIDE_COCKLE.png
0.5,3,14,-0.1,0.5,3,14,-0.1,COS2_NOT0_ST0_LRR4_SIDE_COCKLE.png
0.6,3,14,-0.1,0.6,3,14,-0.1,COS3_NOT0_ST0_LRR4_SIDE_COCKLE.png
0.7,3,14,-0.1,0.7,3,14,-0.1,COS4_NOT0_ST0_LRR4_SIDE_COCKLE.png
0.8,3,14,-0.1,0.8,3,14,-0.1,COS5_NOT0_ST0_LRR4_SIDE_COCKLE.png
0.9,3,14,-0.1,0.9,3,14,-0.1,COS6_NOT0_ST0_LRR4_SIDE_COCKLE.png
1.0,3,14,-0.1,1.0,3,14,-0.1,COS7_NOT0_ST0_LRR4_SIDE_COCKLE.png
1.1,3,14,-0.1,1.1,3,14,-0.1,COS8_NOT0_ST0_LRR4_SIDE_COCKLE.png
1.2,3,14,-0.1,1.2,3,14,-0.1,COS9_NOT0_ST0_LRR4_SIDE_COCKLE.png
1.3,3,14,-0.1,1.3,3,14,-0.1,COS10_NOT0_ST0_LRR4_SIDE_COCKLE.png
0.3,4,14,-0.1,0.3,4,14,-0.1,COS0_NOT1_ST0_LRR4_SIDE_COCKLE.png
0.4,4,14,-0.1,0.4,4,14,-0.1,COS1_NOT1_ST0_LRR4_SIDE_COCKLE.png
0.5,4,14,-0.1,0.5,4,14,-0.1,COS2_NOT1_ST0_LRR4_SIDE_COCKLE.png
0.6,4,14,-0.1,0.6,4,14,-0.1,COS3_NOT1_ST0_LRR4_SIDE_COCKLE.png
0.7,4,14,-0.1,0.7,4,14,-0.1,COS4_NOT1_ST0_LRR4_SIDE_COCKLE.png
0.8,4,14,-0.1,0.8,4,14,-0.1,COS5_NOT1_ST0_LRR4_SIDE_COCKLE.png
0.9,4,14,-0.1,0.9,4,14,-0.1,COS6_NOT1_ST0_LRR4_SIDE_COCKLE.png
1.0,4,14,-0.1,1.0,4,14,-0.1,COS7_NOT1_ST0_LRR4_SIDE_COCKLE.png
1.1,4,14,-0.1,1.1,4,14,-0.1,COS8_NOT1_ST0_LRR4_SIDE_COCKLE.png
1.2,4,14,-0.1,1.2,4,14,-0.1,COS9_NOT1_ST0_LRR4_SIDE_COCKLE.png
1.3,4,14,-0.1,1.3,4,14,-0.1,COS10_NOT1_ST0_LRR4_SIDE_COCKLE.png
0.3,3,15,-0.1,0.3,3,15,-0.1,COS0_NOT0_ST1_LRR4_SIDE_COCKLE.png
0.4,3,15,-0.1,0.4,3,15,-0.1,COS1_NOT0_ST1_LRR4_SIDE_COCKLE.png
0.5,3,15,-0.1,0.5,3,15,-0.1,COS2_NOT0_ST1_LRR4_SIDE_COCKLE.png
0.6,3,15,-0.1,0.6,3,15,-0.1,COS3_NOT0_ST1_LRR4_SIDE_COCKLE.png
0.7,3,15,-0.1,0.7,3,15,-0.1,COS4_NOT0_ST1_LRR4_SIDE_COCKLE.png
0.8,3,15,-0.1,0.8,3,15,-0.1,COS5_NOT0_ST1_LRR4_SIDE_COCKLE.png
0.9,3,15,-0.1,0.9,3,15,-0.1,COS6_NOT0_ST1_LRR4_SIDE_COCKLE.png
1.0,3,15,-0.1,1.0,3,15,-0.1,COS7_NOT0_ST1_LRR4_SIDE_COCKLE.png
1.1,3,15,-0.1,1.1,3,15,-0.1,COS8_NOT0_ST1_LRR4_SIDE_COCKLE.png
1.2,3,15,-0.1,1.2,3,15,-0.1,COS9_NOT0_ST1_LRR4_SIDE_COCKLE.png
1.3,3,15,-0.1,1.3,3,15,-0.1,COS10_NOT0_ST1_LRR4_SIDE_COCKLE.png
0.3,4,15,-0.1,0.3,4,15,-0.1,COS0_NOT1_ST1_LRR4_SIDE_COCKLE.png
0.4,4,15,-0.1,0.4,4,15,-0.1,COS1_NOT1_ST1_LRR4_SIDE_COCKLE.png
0.5,4,15,-0.1,0.5,4,15,-0.1,COS2_NOT1_ST1_LRR4_SIDE_COCKLE.png
0.6,4,15,-0.1,0.6,4,15,-0.1,COS3_NOT1_ST1_LRR4_SIDE_COCKLE.png
0.7,4,15,-0.1,0.7,4,15,-0.1,COS4_NOT1_ST1_LRR4_SIDE_COCKLE.png
0.8,4,15,-0.1,0.8,4,15,-0.1,COS5_NOT1_ST1_LRR4_SIDE_COCKLE.png
0.9,4,15,-0.1,0.9,4,15,-0.1,COS6_NOT1_ST1_LRR4_SIDE_COCKLE.png
1.0,4,15,-0.1,1.0,4,15,-0.1,COS7_NOT1_ST1_LRR4_SIDE_COCKLE.png
1.1,4,15,-0.1,1.1,4,15,-0.1,COS8_NOT1_ST1_LRR4_SIDE_COCKLE.png
1.2,4,15,-0.1,1.2,4,15,-0.1,COS9_NOT1_ST1_LRR4_SIDE_COCKLE.png
1.3,4,15,-0.1,1.3,4,15,-0.1,COS10_NOT1_ST1_LRR4_SIDE_COCKLE.png
0.3,3,14,0.0,0.3,3,14,0.0,COS0_NOT0_ST0_LRR5_SIDE_COCKLE.png
0.4,3,14,0.0,0.4,3,14,0.0,COS1_NOT0_ST0_LRR5_SIDE_COCKLE.png
0.5,3,14,0.0,0.5,3,14,0.0,COS2_NOT0_ST0_LRR5_SIDE_COCKLE.png
0.6,3,14,0.0,0.6,3,14,0.0,COS3_NOT0_ST0_LRR5_SIDE_COCKLE.png
0.7,3,14,0.0,0.7,3,14,0.0,COS4_NOT0_ST0_LRR5_SIDE_COCKLE.png
0.8,3,14,0.0,0.8,3,14,0.0,COS5_NOT0_ST0_LRR5_SIDE_COCKLE.png
0.9,3,14,0.0,0.9,3,14,0.0,COS6_NOT0_ST0_LRR5_SIDE_COCKLE.png
1.0,3,14,0.0,1.0,3,14,0.0,COS7_NOT0_ST0_LRR5_SIDE_COCKLE.png
1.1,3,14,0.0,1.1,3,14,0.0,COS8_NOT0_ST0_LRR5_SIDE_COCKLE.png
1.2,3,14,0.0,1.2,3,14,0.0,COS9_NOT0_ST0_LRR5_SIDE_COCKLE.png
1.3,3,14,0.0,1.3,3,14,0.0,COS10_NOT0_ST0_LRR5_SIDE_COCKLE.png
0.3,4,14,0.0,0.3,4,14,0.0,COS0_NOT1_ST0_LRR5_SIDE_COCKLE.png
0.4,4,14,0.0,0.4,4,14,0.0,COS1_NOT1_ST0_LRR5_SIDE_COCKLE.png
0.5,4,14,0.0,0.5,4,14,0.0,COS2_NOT1_ST0_LRR5_SIDE_COCKLE.png
0.6,4,14,0.0,0.6,4,14,0.0,COS3_NOT1_ST0_LRR5_SIDE_COCKLE.png
0.7,4,14,0.0,0.7,4,14,0.0,COS4_NOT1_ST0_LRR5_SIDE_COCKLE.png
0.8,4,14,0.0,0.8,4,14,0.0,COS5_NOT1_ST0_LRR5_SIDE_COCKLE.png
0.9,4,14,0.0,0.9,4,14,0.0,COS6_NOT1_ST0_LRR5_SIDE_COCKLE.png
1.0,4,14,0.0,1.0,4,14,0.0,COS7_NOT1_ST0_LRR5_SIDE_COCKLE.png
1.1,4,14,0.0,1.1,4,14,0.0,COS8_NOT1_ST0_LRR5_SIDE_COCKLE.png
1.2,4,14,0.0,1.2,4,14,0.0,COS9_NOT1_ST0_LRR5_SIDE_COCKLE.png
1.3,4,14,0.0,1.3,4,14,0.0,COS10_NOT1_ST0_LRR5_SIDE_COCKLE.png
0.3,3,15,0.0,0.3,3,15,0.0,COS0_NOT0_ST1_LRR5_SIDE_COCKLE.png
0.4,3,15,0.0,0.4,3,15,0.0,COS1_NOT0_ST1_LRR5_SIDE_COCKLE.png
0.5,3,15,0.0,0.5,3,15,0.0,COS2_NOT0_ST1_LRR5_SIDE_COCKLE.png
0.6,3,15,0.0,0.6,3,15,0.0,COS3_NOT0_ST1_LRR5_SIDE_COCKLE.png
0.7,3,15,0.0,0.7,3,15,0.0,COS4_NOT0_ST1_LRR5_SIDE_COCKLE.png
0.8,3,15,0.0,0.8,3,15,0.0,COS5_NOT0_ST1_LRR5_SIDE_COCKLE.png
0.9,3,15,0.0,0.9,3,15,0.0,COS6_NOT0_ST1_LRR5_SIDE_COCKLE.png
1.0,3,15,0.0,1.0,3,15,0.0,COS7_NOT0_ST1_LRR5_SIDE_COCKLE.png
1.1,3,15,0.0,1.1,3,15,0.0,COS8_NOT0_ST1_LRR5_SIDE_COCKLE.png
1.2,3,15,0.0,1.2,3,15,0.0,COS9_NOT0_ST1_LRR5_SIDE_COCKLE.png
1.3,3,15,0.0,1.3,3,15,0.0,COS10_NOT0_ST1_LRR5_SIDE_COCKLE.png
0.3,4,15,0.0,0.3,4,15,0.0,COS0_NOT1_ST1_LRR5_SIDE_COCKLE.png
0.4,4,15,0.0,0.4,4,15,0.0,COS1_NOT1_ST1_LRR5_SIDE_COCKLE.png
0.5,4,15,0.0,0.5,4,15,0.0,COS2_NOT1_ST1_LRR5_SIDE_COCKLE.png
0.6,4,15,0.0,0.6,4,15,0.0,COS3_NOT1_ST1_LRR5_SIDE_COCKLE.png
0.7,4,15,0.0,0.7,4,15,0.0,COS4_NOT1_ST1_LRR5_SIDE_COCKLE.png
0.8,4,15,0.0,0.8,4,15,0.0,COS5_NOT1_ST1_LRR5_SIDE_COCKLE.png
0.9,4,15,0.0,0.9,4,15,0.0,COS6_NOT1_ST1_LRR5_SIDE_COCKLE.png
1.0,4,15,0.0,1.0,4,15,0.0,COS7_NOT1_ST1_LRR5_SIDE_COCKLE.png
1.1,4,15,0.0,1.1,4,15,0.0,COS8_NOT1_ST1_LRR5_SIDE_COCKLE.png
1.2,4,15,0.0,1.2,4,15,0.0,COS9_NOT1_ST1_LRR5_SIDE_COCKLE.png
1.3,4,15,0.0,1.3,4,15,0.0,COS10_NOT1_ST1_LRR5_SIDE_COCKLE.png
0.3,3,14,0.1,0.3,3,14,0.1,COS0_NOT0_ST0_LRR6_SIDE_COCKLE.png
0.4,3,14,0.1,0.4,3,14,0.1,COS1_NOT0_ST0_LRR6_SIDE_COCKLE.png
0.5,3,14,0.1,0.5,3,14,0.1,COS2_NOT0_ST0_LRR6_SIDE_COCKLE.png
0.6,3,14,0.1,0.6,3,14,0.1,COS3_NOT0_ST0_LRR6_SIDE_COCKLE.png
0.7,3,14,0.1,0.7,3,14,0.1,COS4_NOT0_ST0_LRR6_SIDE_COCKLE.png
0.8,3,14,0.1,0.8,3,14,0.1,COS5_NOT0_ST0_LRR6_SIDE_COCKLE.png
0.9,3,14,0.1,0.9,3,14,0.1,COS6_NOT0_ST0_LRR6_SIDE_COCKLE.png
1.0,3,14,0.1,1.0,3,14,0.1,COS7_NOT0_ST0_LRR6_SIDE_COCKLE.png
1.1,3,14,0.1,1.1,3,14,0.1,COS8_NOT0_ST0_LRR6_SIDE_COCKLE.png
1.2,3,14,0.1,1.2,3,14,0.1,COS9_NOT0_ST0_LRR6_SIDE_COCKLE.png
1.3,3,14,0.1,1.3,3,14,0.1,COS10_NOT0_ST0_LRR6_SIDE_COCKLE.png
0.3,4,14,0.1,0.3,4,14,0.1,COS0_NOT1_ST0_LRR6_SIDE_COCKLE.png
0.4,4,14,0.1,0.4,4,14,0.1,COS1_NOT1_ST0_LRR6_SIDE_COCKLE.png
0.5,4,14,0.1,0.5,4,14,0.1,COS2_NOT1_ST0_LRR6_SIDE_COCKLE.png
0.6,4,14,0.1,0.6,4,14,0.1,COS3_NOT1_ST0_LRR6_SIDE_COCKLE.png
0.7,4,14,0.1,0.7,4,14,0.1,COS4_NOT1_ST0_LRR6_SIDE_COCKLE.png
0.8,4,14,0.1,0.8,4,14,0.1,COS5_NOT1_ST0_LRR6_SIDE_COCKLE.png
0.9,4,14,0.1,0.9,4,14,0.1,COS6_NOT1_ST0_LRR6_SIDE_COCKLE.png
1.0,4,14,0.1,1.0,4,14,0.1,COS7_NOT1_ST0_LRR6_SIDE_COCKLE.png
1.1,4,14,0.1,1.1,4,14,0.1,COS8_NOT1_ST0_LRR6_SIDE_COCKLE.png
1.2,4,14,0.1,1.2,4,14,0.1,COS9_NOT1_ST0_LRR6_SIDE_COCKLE.png
1.3,4,14,0.1,1.3,4,14,0.1,COS10_NOT1_ST0_LRR6_SIDE_COCKLE.png
0.3,3,15,0.1,0.3,3,15,0.1,COS0_NOT0_ST1_LRR6_SIDE_COCKLE.png
0.4,3,15,0.1,0.4,3,15,0.1,COS1_NOT0_ST1_LRR6_SIDE_COCKLE.png
0.5,3,15,0.1,0.5,3,15,0.1,COS2_NOT0_ST1_LRR6_SIDE_COCKLE.png
0.6,3,15,0.1,0.6,3,15,0.1,COS3_NOT0_ST1_LRR6_SIDE_COCKLE.png
0.7,3,15,0.1,0.7,3,15,0.1,COS4_NOT0_ST1_LRR6_SIDE_COCKLE.png
0.8,3,15,0.1,0.8,3,15,0.1,COS5_NOT0_ST1_LRR6_SIDE_COCKLE.png
0.9,3,15,0.1,0.9,3,15,0.1,COS6_NOT0_ST1_LRR6_SIDE_COCKLE.png
1.0,3,15,0.1,1.0,3,15,0.1,COS7_NOT0_ST1_LRR6_SIDE_COCKLE.png
1.1,3,15,0.1,1.1,3,15,0.1,COS8_NOT0_ST1_LRR6_SIDE_COCKLE.png
1.2,3,15,0.1,1.2,3,15,0.1,COS9_NOT0_ST1_LRR6_SIDE_COCKLE.png
1.3,3,15,0.1,1.3,3,15,0.1,COS10_NOT0_ST1_LRR6_SIDE_COCKLE.png
0.3,4,15,0.1,0.3,4,15,0.1,COS0_NOT1_ST1_LRR6_SIDE_COCKLE.png
0.4,4,15,0.1,0.4,4,15,0.1,COS1_NOT1_ST1_LRR6_SIDE_COCKLE.png
0.5,4,15,0.1,0.5,4,15,0.1,COS2_NOT1_ST1_LRR6_SIDE_COCKLE.png
0.6,4,15,0.1,0.6,4,15,0.1,COS3_NOT1_ST1_LRR6_SIDE_COCKLE.png
0.7,4,15,0.1,0.7,4,15,0.1,COS4_NOT1_ST1_LRR6_SIDE_COCKLE.png
0.8,4,15,0.1,0.8,4,15,0.1,COS5_NOT1_ST1_LRR6_SIDE_COCKLE.png
0.9,4,15,0.1,0.9,4,15,0.1,COS6_NOT1_ST1_LRR6_SIDE_COCKLE.png
1.0,4,15,0.1,1.0,4,15,0.1,COS7_NOT1_ST1_LRR6_SIDE_COCKLE.png
1.1,4,15,0.1,1.1,4,15,0.1,COS8_NOT1_ST1_LRR6_SIDE_COCKLE.png
1.2,4,15,0.1,1.2,4,15,0.1,COS9_NOT1_ST1_LRR6_SIDE_COCKLE.png
1.3,4,15,0.1,1.3,4,15,0.1,COS10_NOT1_ST1_LRR6_SIDE_COCKLE.png
0.3,3,14,0.2,0.3,3,14,0.2,COS0_NOT0_ST0_LRR7_SIDE_COCKLE.png
0.4,3,14,0.2,0.4,3,14,0.2,COS1_NOT0_ST0_LRR7_SIDE_COCKLE.png
0.5,3,14,0.2,0.5,3,14,0.2,COS2_NOT0_ST0_LRR7_SIDE_COCKLE.png
0.6,3,14,0.2,0.6,3,14,0.2,COS3_NOT0_ST0_LRR7_SIDE_COCKLE.png
0.7,3,14,0.2,0.7,3,14,0.2,COS4_NOT0_ST0_LRR7_SIDE_COCKLE.png
0.8,3,14,0.2,0.8,3,14,0.2,COS5_NOT0_ST0_LRR7_SIDE_COCKLE.png
0.9,3,14,0.2,0.9,3,14,0.2,COS6_NOT0_ST0_LRR7_SIDE_COCKLE.png
1.0,3,14,0.2,1.0,3,14,0.2,COS7_NOT0_ST0_LRR7_SIDE_COCKLE.png
1.1,3,14,0.2,1.1,3,14,0.2,COS8_NOT0_ST0_LRR7_SIDE_COCKLE.png
1.2,3,14,0.2,1.2,3,14,0.2,COS9_NOT0_ST0_LRR7_SIDE_COCKLE.png
1.3,3,14,0.2,1.3,3,14,0.2,COS10_NOT0_ST0_LRR7_SIDE_COCKLE.png
0.3,4,14,0.2,0.3,4,14,0.2,COS0_NOT1_ST0_LRR7_SIDE_COCKLE.png
